metric,by_13_30_count,by_13_30_pct,by_13_45_count,by_13_45_pct,by_14_00_count,by_14_00_pct
total_days,219,100.00,219,100.00,219,100.00
either_side,188,85.84,210,95.89,215,98.17
both_sides,32,14.61,62,28.31,74,33.79
high_only,79,36.07,72,32.88,67,30.59
low_only,77,35.16,76,34.70,74,33.79
neither,31,14.16,9,4.11,4,1.83
high_any,111,50.68,134,61.19,141,64.38
low_any,109,49.77,138,63.01,148,67.58
