metric,by_10_15_count,by_10_15_pct,by_10_30_count,by_10_30_pct,by_10_45_count,by_10_45_pct
total_days,222,100.00,222,100.00,222,100.00
either_side,200,90.09,214,96.40,222,100.00
both_sides,18,8.11,52,23.42,69,31.08
high_only,96,43.24,85,38.29,80,36.04
low_only,86,38.74,77,34.68,73,32.88
neither,22,9.91,8,3.60,0,0.00
high_any,114,51.35,137,61.71,149,67.12
low_any,104,46.85,129,58.11,142,63.96
